"GeneSymbol","Class","GeneSymbolClass"
"EBLN2","protein_coding","EBLN2_protein_coding"
"RNU6-557P","snRNA","RNU6-557P_snRNA"
"RNU2-64P","snRNA","RNU2-64P_snRNA"
"GPATCH11P1","processed_pseudogene","GPATCH11P1_processed_pseudogene"
"RNU6-1270P","snRNA","RNU6-1270P_snRNA"
"PDZRN3","protein_coding","PDZRN3_protein_coding"
"RNU7-119P","snRNA","RNU7-119P_snRNA"
"PDZRN3-AS1","lncRNA","PDZRN3-AS1_lncRNA"
"ENSG00000278934","TEC","ENSG00000278934_TEC"
"ENSG00000242364","processed_pseudogene","ENSG00000242364_processed_pseudogene"
"LINC02005","lncRNA","LINC02005_lncRNA"
"LINC02047","lncRNA","LINC02047_lncRNA"
"ENSG00000223738","processed_pseudogene","ENSG00000223738_processed_pseudogene"
"AKR1B1P2","processed_pseudogene","AKR1B1P2_processed_pseudogene"
"CNTN3","protein_coding","CNTN3_protein_coding"
"NIPA2P2","processed_pseudogene","NIPA2P2_processed_pseudogene"
"RN7SL294P","misc_RNA","RN7SL294P_misc_RNA"
"MIR4444-2","miRNA","MIR4444-2_miRNA"
"ENSG00000287398","lncRNA","ENSG00000287398_lncRNA"
"HNRNPA3P6","processed_pseudogene","HNRNPA3P6_processed_pseudogene"
"MYLKP1","unprocessed_pseudogene","MYLKP1_unprocessed_pseudogene"
"OR7E66P","unprocessed_pseudogene","OR7E66P_unprocessed_pseudogene"
"OR7E22P","transcribed_unprocessed_pseudogene","OR7E22P_transcribed_unprocessed_pseudogene"
"OR7E55P","unprocessed_pseudogene","OR7E55P_unprocessed_pseudogene"
"EVA1CP5","unprocessed_pseudogene","EVA1CP5_unprocessed_pseudogene"
"LSP1P2","processed_pseudogene","LSP1P2_processed_pseudogene"
"ENSG00000242953","processed_pseudogene","ENSG00000242953_processed_pseudogene"
"FAM86DP","transcribed_unprocessed_pseudogene","FAM86DP_transcribed_unprocessed_pseudogene"
"ALG1L6P","unprocessed_pseudogene","ALG1L6P_unprocessed_pseudogene"
"LINC02018","lncRNA","LINC02018_lncRNA"
"ENPP7P2","unprocessed_pseudogene","ENPP7P2_unprocessed_pseudogene"
"SNRPCP10","processed_pseudogene","SNRPCP10_processed_pseudogene"
"ENSG00000272710","transcribed_unprocessed_pseudogene","ENSG00000272710_transcribed_unprocessed_pseudogene"
"RPS3AP15","processed_pseudogene","RPS3AP15_processed_pseudogene"
"ENSG00000239383","processed_pseudogene","ENSG00000239383_processed_pseudogene"
"OR7E121P","unprocessed_pseudogene","OR7E121P_unprocessed_pseudogene"
"UNC93B3","unprocessed_pseudogene","UNC93B3_unprocessed_pseudogene"
"RPL23AP49","transcribed_processed_pseudogene","RPL23AP49_transcribed_processed_pseudogene"
"ENSG00000282912","processed_pseudogene","ENSG00000282912_processed_pseudogene"
"CLUHP10","unprocessed_pseudogene","CLUHP10_unprocessed_pseudogene"
"MIR1324","miRNA","MIR1324_miRNA"
"AGGF1P3","processed_pseudogene","AGGF1P3_processed_pseudogene"
"RARRES2P1","processed_pseudogene","RARRES2P1_processed_pseudogene"
"FRG2C","protein_coding","FRG2C_protein_coding"
"DUX4L26","processed_pseudogene","DUX4L26_processed_pseudogene"
"LINC00960","lncRNA","LINC00960_lncRNA"
"ZNF717","protein_coding","ZNF717_protein_coding"
"MIR4273","miRNA","MIR4273_miRNA"
"ROBO2","protein_coding","ROBO2_protein_coding"
"CAP1P1","processed_pseudogene","CAP1P1_processed_pseudogene"
"ENSG00000288793","lncRNA","ENSG00000288793_lncRNA"
"RNU6-386P","snRNA","RNU6-386P_snRNA"
"VDAC1P7","processed_pseudogene","VDAC1P7_processed_pseudogene"
"ENSG00000287567","lncRNA","ENSG00000287567_lncRNA"
"RNU6-217P","snRNA","RNU6-217P_snRNA"
"LINC02077","lncRNA","LINC02077_lncRNA"
"ENSG00000240573","lncRNA","ENSG00000240573_lncRNA"
"RN7SL647P","misc_RNA","RN7SL647P_misc_RNA"
"RN7SKP61","misc_RNA","RN7SKP61_misc_RNA"
"ENSG00000240241","lncRNA","ENSG00000240241_lncRNA"
"MRPS17P3","processed_pseudogene","MRPS17P3_processed_pseudogene"
"ROBO1","protein_coding","ROBO1_protein_coding"
"ENSG00000240752","processed_pseudogene","ENSG00000240752_processed_pseudogene"
"RN7SL751P","misc_RNA","RN7SL751P_misc_RNA"
"ENSG00000288105","lncRNA","ENSG00000288105_lncRNA"
"MIR3923","miRNA","MIR3923_miRNA"
"HMGB1P38","processed_pseudogene","HMGB1P38_processed_pseudogene"
"OSBPL9P1","processed_pseudogene","OSBPL9P1_processed_pseudogene"
"HNRNPA3P8","processed_pseudogene","HNRNPA3P8_processed_pseudogene"
"ENSG00000242586","unprocessed_pseudogene","ENSG00000242586_unprocessed_pseudogene"
"ENSG00000286329","lncRNA","ENSG00000286329_lncRNA"
"ENSG00000242828","lncRNA","ENSG00000242828_lncRNA"
"LINC02050","lncRNA","LINC02050_lncRNA"
"LINC02027","lncRNA","LINC02027_lncRNA"
"ENSG00000242145","lncRNA","ENSG00000242145_lncRNA"
"ENSG00000241593","lncRNA","ENSG00000241593_lncRNA"
"ENSG00000287053","lncRNA","ENSG00000287053_lncRNA"
"ENSG00000244281","processed_pseudogene","ENSG00000244281_processed_pseudogene"
"GBE1","protein_coding","GBE1_protein_coding"
"RNU2-28P","snRNA","RNU2-28P_snRNA"
"SETP6","processed_pseudogene","SETP6_processed_pseudogene"
"ENSG00000240404","processed_pseudogene","ENSG00000240404_processed_pseudogene"
"ENSG00000242190","lncRNA","ENSG00000242190_lncRNA"
"ENSG00000242009","lncRNA","ENSG00000242009_lncRNA"
"LINC02008","lncRNA","LINC02008_lncRNA"
"RPL7AP23","processed_pseudogene","RPL7AP23_processed_pseudogene"
"CYP51A1P1","processed_pseudogene","CYP51A1P1_processed_pseudogene"
"ENSG00000288004","lncRNA","ENSG00000288004_lncRNA"
"ENSG00000286567","lncRNA","ENSG00000286567_lncRNA"
"SRRM1P2","processed_pseudogene","SRRM1P2_processed_pseudogene"
"ENSG00000287158","lncRNA","ENSG00000287158_lncRNA"
"LINC00971","lncRNA","LINC00971_lncRNA"
"ENSG00000241776","processed_pseudogene","ENSG00000241776_processed_pseudogene"
"LINC02025","lncRNA","LINC02025_lncRNA"
"ENSG00000287273","lncRNA","ENSG00000287273_lncRNA"
"CADM2","protein_coding","CADM2_protein_coding"
"MIR5688","miRNA","MIR5688_miRNA"
"CADM2-AS2","lncRNA","CADM2-AS2_lncRNA"
"CADM2-AS1","lncRNA","CADM2-AS1_lncRNA"
"THAP12P2","processed_pseudogene","THAP12P2_processed_pseudogene"
"ENSG00000201410","snoRNA","ENSG00000201410_snoRNA"
"RNU6-1129P","snRNA","RNU6-1129P_snRNA"
"ENSG00000239767","lncRNA","ENSG00000239767_lncRNA"
"RN7SKP284","misc_RNA","RN7SKP284_misc_RNA"
"LINC02070","lncRNA","LINC02070_lncRNA"
"ENSG00000277746","processed_pseudogene","ENSG00000277746_processed_pseudogene"
"VGLL3","protein_coding","VGLL3_protein_coding"
"PPATP1","processed_pseudogene","PPATP1_processed_pseudogene"
"LINC00506","lncRNA","LINC00506_lncRNA"
"MIR4795","miRNA","MIR4795_miRNA"
"CHMP2B","protein_coding","CHMP2B_protein_coding"
"POU1F1","protein_coding","POU1F1_protein_coding"
"KRT8P25","processed_pseudogene","KRT8P25_processed_pseudogene"
"APOOP2","processed_pseudogene","APOOP2_processed_pseudogene"
"PSMC1P6","processed_pseudogene","PSMC1P6_processed_pseudogene"
"ENSG00000239572","lncRNA","ENSG00000239572_lncRNA"
"RNU6-873P","snRNA","RNU6-873P_snRNA"
"HTR1F","protein_coding","HTR1F_protein_coding"
"RNU6ATAC6P","snRNA","RNU6ATAC6P_snRNA"
"ENSG00000288780","lncRNA","ENSG00000288780_lncRNA"
"CGGBP1","protein_coding","CGGBP1_protein_coding"
"ENSG00000288654","protein_coding","ENSG00000288654_protein_coding"
"ZNF654","protein_coding","ZNF654_protein_coding"
"CBX5P1","processed_pseudogene","CBX5P1_processed_pseudogene"
"C3orf38","protein_coding","C3orf38_protein_coding"
"ABCF2P1","processed_pseudogene","ABCF2P1_processed_pseudogene"
"CSNKA2IP","protein_coding","CSNKA2IP_protein_coding"
"NDUFA5P5","processed_pseudogene","NDUFA5P5_processed_pseudogene"
"ICE2P2","processed_pseudogene","ICE2P2_processed_pseudogene"
"GAPDHP50","processed_pseudogene","GAPDHP50_processed_pseudogene"
"EPHA3","protein_coding","EPHA3_protein_coding"
"ENSG00000285780","lncRNA","ENSG00000285780_lncRNA"
"MTCO2P6","processed_pseudogene","MTCO2P6_processed_pseudogene"
"MTCO1P6","processed_pseudogene","MTCO1P6_processed_pseudogene"
"RNU6-712P","snRNA","RNU6-712P_snRNA"
"PROS2P","unprocessed_pseudogene","PROS2P_unprocessed_pseudogene"
"HSPE1P19","processed_pseudogene","HSPE1P19_processed_pseudogene"
"ENSG00000283367","sRNA","ENSG00000283367_sRNA"
"ENSG00000283544","unprocessed_pseudogene","ENSG00000283544_unprocessed_pseudogene"
"RNU6-488P","snRNA","RNU6-488P_snRNA"
"PROS1","protein_coding","PROS1_protein_coding"
"RNU6-511P","snRNA","RNU6-511P_snRNA"
"ARL13B","protein_coding","ARL13B_protein_coding"
"HMGN1P7","processed_pseudogene","HMGN1P7_processed_pseudogene"
"STX19","protein_coding","STX19_protein_coding"
"DHFR2","protein_coding","DHFR2_protein_coding"
"NSUN3","protein_coding","NSUN3_protein_coding"
"RBBP4P2","processed_pseudogene","RBBP4P2_processed_pseudogene"
"ARMC10P1","processed_pseudogene","ARMC10P1_processed_pseudogene"
"ENSG00000242911","processed_pseudogene","ENSG00000242911_processed_pseudogene"
"WDR82P1","processed_pseudogene","WDR82P1_processed_pseudogene"
"LINC00879","lncRNA","LINC00879_lncRNA"
"RPS18P6","processed_pseudogene","RPS18P6_processed_pseudogene"
"MTHFD2P1","transcribed_processed_pseudogene","MTHFD2P1_transcribed_processed_pseudogene"
"ENSG00000286516","lncRNA","ENSG00000286516_lncRNA"
"ENSG00000271671","processed_pseudogene","ENSG00000271671_processed_pseudogene"
"HNRNPKP4","processed_pseudogene","HNRNPKP4_processed_pseudogene"
"MIR8060","miRNA","MIR8060_miRNA"
"ENSG00000241815","processed_pseudogene","ENSG00000241815_processed_pseudogene"
"RNU6-1094P","snRNA","RNU6-1094P_snRNA"
"MTRNR2L12","protein_coding","MTRNR2L12_protein_coding"
"RPL18AP8","processed_pseudogene","RPL18AP8_processed_pseudogene"
"RCC2P5","processed_pseudogene","RCC2P5_processed_pseudogene"
"CDV3P1","processed_pseudogene","CDV3P1_processed_pseudogene"
"ENSG00000286447","lncRNA","ENSG00000286447_lncRNA"
"EPHA6","protein_coding","EPHA6_protein_coding"
"ENSG00000251172","processed_pseudogene","ENSG00000251172_processed_pseudogene"
"ENSG00000261292","lncRNA","ENSG00000261292_lncRNA"
"ARL6","protein_coding","ARL6_protein_coding"
"ENSG00000282527","lncRNA","ENSG00000282527_lncRNA"
"CRYBG3","protein_coding","CRYBG3_protein_coding"
"ENSG00000279658","lncRNA","ENSG00000279658_lncRNA"
"RIOX2","protein_coding","RIOX2_protein_coding"
"ENSG00000285614","lncRNA","ENSG00000285614_lncRNA"
"GABRR3","protein_coding","GABRR3_protein_coding"
"OR5BM1P","unprocessed_pseudogene","OR5BM1P_unprocessed_pseudogene"
"OR5AC1","polymorphic_pseudogene","OR5AC1_polymorphic_pseudogene"
"OR5AC2","protein_coding","OR5AC2_protein_coding"
"ENSG00000249225","lncRNA","ENSG00000249225_lncRNA"
"OR5AC4P","transcribed_unprocessed_pseudogene","OR5AC4P_transcribed_unprocessed_pseudogene"
"POU5F1P7","processed_pseudogene","POU5F1P7_processed_pseudogene"
"OR5H1","protein_coding","OR5H1_protein_coding"
"OR5H14","protein_coding","OR5H14_protein_coding"
"OR5H15","protein_coding","OR5H15_protein_coding"
"ENSG00000289078","lncRNA","ENSG00000289078_lncRNA"
"OR5H5P","unprocessed_pseudogene","OR5H5P_unprocessed_pseudogene"
"OR5H3P","unprocessed_pseudogene","OR5H3P_unprocessed_pseudogene"
"OR5H4P","unprocessed_pseudogene","OR5H4P_unprocessed_pseudogene"
"ENSG00000251088","lncRNA","ENSG00000251088_lncRNA"
"OR5H7P","unprocessed_pseudogene","OR5H7P_unprocessed_pseudogene"
"ENSG00000289509","lncRNA","ENSG00000289509_lncRNA"
"OR5H6","protein_coding","OR5H6_protein_coding"
"OR5H2","protein_coding","OR5H2_protein_coding"
"OR5H8","polymorphic_pseudogene","OR5H8_polymorphic_pseudogene"
"OR5K4","protein_coding","OR5K4_protein_coding"
"OR5K3","protein_coding","OR5K3_protein_coding"
"UBFD1P1","processed_pseudogene","UBFD1P1_processed_pseudogene"
"OR5K1","protein_coding","OR5K1_protein_coding"
"OR5K2","protein_coding","OR5K2_protein_coding"
"CLDND1","protein_coding","CLDND1_protein_coding"
"ENSG00000285635","protein_coding","ENSG00000285635_protein_coding"
"ENSG00000248839","lncRNA","ENSG00000248839_lncRNA"
"RPL38P4","processed_pseudogene","RPL38P4_processed_pseudogene"
"GPR15","protein_coding","GPR15_protein_coding"
"ENSG00000286602","lncRNA","ENSG00000286602_lncRNA"
"CPOX","protein_coding","CPOX_protein_coding"
"ENSG00000240827","processed_pseudogene","ENSG00000240827_processed_pseudogene"
"WWP1P1","processed_pseudogene","WWP1P1_processed_pseudogene"
"ST3GAL6-AS1","lncRNA","ST3GAL6-AS1_lncRNA"
"ST3GAL6","protein_coding","ST3GAL6_protein_coding"
"PDLIM1P4","processed_pseudogene","PDLIM1P4_processed_pseudogene"
"DCBLD2","protein_coding","DCBLD2_protein_coding"
"RNU6-26P","snRNA","RNU6-26P_snRNA"
"ENSG00000239462","lncRNA","ENSG00000239462_lncRNA"
"RNU6-1263P","snRNA","RNU6-1263P_snRNA"
"LINC00973","lncRNA","LINC00973_lncRNA"
"ACTG1P13","processed_pseudogene","ACTG1P13_processed_pseudogene"
"ENSG00000240572","processed_pseudogene","ENSG00000240572_processed_pseudogene"
"ENSG00000243296","lncRNA","ENSG00000243296_lncRNA"
"ENSG00000243089","lncRNA","ENSG00000243089_lncRNA"
"ENSG00000244464","lncRNA","ENSG00000244464_lncRNA"
"COL8A1","protein_coding","COL8A1_protein_coding"
"ENSG00000273374","lncRNA","ENSG00000273374_lncRNA"
"CMSS1","protein_coding","CMSS1_protein_coding"
"FILIP1L","protein_coding","FILIP1L_protein_coding"
"MIR3921","miRNA","MIR3921_miRNA"
"ENSG00000287378","lncRNA","ENSG00000287378_lncRNA"
"TMEM30CP","transcribed_unitary_pseudogene","TMEM30CP_transcribed_unitary_pseudogene"
"DUSP12P1","unprocessed_pseudogene","DUSP12P1_unprocessed_pseudogene"
"VTI1BP1","processed_pseudogene","VTI1BP1_processed_pseudogene"
"TBC1D23","protein_coding","TBC1D23_protein_coding"
"NIT2","protein_coding","NIT2_protein_coding"
"TOMM70","protein_coding","TOMM70_protein_coding"
"LNP1","protein_coding","LNP1_protein_coding"
"TMEM45A","protein_coding","TMEM45A_protein_coding"
"ADGRG7","protein_coding","ADGRG7_protein_coding"
"ENSG00000252989","snoRNA","ENSG00000252989_snoRNA"
"GMFBP1","processed_pseudogene","GMFBP1_processed_pseudogene"
"TFG","protein_coding","TFG_protein_coding"
"ABI3BP","protein_coding","ABI3BP_protein_coding"
"ENSG00000213431","processed_pseudogene","ENSG00000213431_processed_pseudogene"
"RNU6-865P","snRNA","RNU6-865P_snRNA"
"ACTR3P3","processed_pseudogene","ACTR3P3_processed_pseudogene"
"IMPG2","protein_coding","IMPG2_protein_coding"
"SENP7","protein_coding","SENP7_protein_coding"
"ZNF90P1","processed_pseudogene","ZNF90P1_processed_pseudogene"
"FAM136CP","processed_pseudogene","FAM136CP_processed_pseudogene"
"ENSG00000282978","processed_pseudogene","ENSG00000282978_processed_pseudogene"
"FAM172BP","processed_pseudogene","FAM172BP_processed_pseudogene"
"TRMT10C","protein_coding","TRMT10C_protein_coding"
"PCNP","protein_coding","PCNP_protein_coding"
"ENSG00000242299","processed_pseudogene","ENSG00000242299_processed_pseudogene"
"ENSG00000289629","lncRNA","ENSG00000289629_lncRNA"
"RPL32P7","processed_pseudogene","RPL32P7_processed_pseudogene"
"RNU6-1256P","snRNA","RNU6-1256P_snRNA"
"ZBTB11","protein_coding","ZBTB11_protein_coding"
"RNY1P12","misc_RNA","RNY1P12_misc_RNA"
"ZBTB11-AS1","lncRNA","ZBTB11-AS1_lncRNA"
"RPL24","protein_coding","RPL24_protein_coding"
"PDCL3P4","transcribed_processed_pseudogene","PDCL3P4_transcribed_processed_pseudogene"
"CEP97","protein_coding","CEP97_protein_coding"
"NXPE3","protein_coding","NXPE3_protein_coding"
"ENSG00000249474","lncRNA","ENSG00000249474_lncRNA"
"NFKBIZ","protein_coding","NFKBIZ_protein_coding"
"ENSG00000287682","lncRNA","ENSG00000287682_lncRNA"
"LINC02085","lncRNA","LINC02085_lncRNA"
"ENSG00000241280","lncRNA","ENSG00000241280_lncRNA"
"ZPLD1","protein_coding","ZPLD1_protein_coding"
"ENSG00000241754","lncRNA","ENSG00000241754_lncRNA"
"RNU6-461P","snRNA","RNU6-461P_snRNA"
"RNU1-43P","snRNA","RNU1-43P_snRNA"
"NDUFA4P2","processed_pseudogene","NDUFA4P2_processed_pseudogene"
"MIR548AB","miRNA","MIR548AB_miRNA"
"ENSG00000240107","processed_pseudogene","ENSG00000240107_processed_pseudogene"
"TUBBP11","processed_pseudogene","TUBBP11_processed_pseudogene"
"RAP1BP2","processed_pseudogene","RAP1BP2_processed_pseudogene"
"ENSG00000243635","processed_pseudogene","ENSG00000243635_processed_pseudogene"
"ALCAM","protein_coding","ALCAM_protein_coding"
"CBLB","protein_coding","CBLB_protein_coding"
"ENSG00000288848","lncRNA","ENSG00000288848_lncRNA"
"ENSG00000287421","lncRNA","ENSG00000287421_lncRNA"
"ENSG00000244652","processed_pseudogene","ENSG00000244652_processed_pseudogene"
"ENSG00000286854","lncRNA","ENSG00000286854_lncRNA"
"LINC00882","lncRNA","LINC00882_lncRNA"
"ENSG00000288557","lncRNA","ENSG00000288557_lncRNA"
"FCF1P3","processed_pseudogene","FCF1P3_processed_pseudogene"
"MTND4P16","unprocessed_pseudogene","MTND4P16_unprocessed_pseudogene"
"MTND4LP3","unprocessed_pseudogene","MTND4LP3_unprocessed_pseudogene"
"MTND3P6","unprocessed_pseudogene","MTND3P6_unprocessed_pseudogene"
"MTCO3P35","unprocessed_pseudogene","MTCO3P35_unprocessed_pseudogene"
"MTATP6P22","unprocessed_pseudogene","MTATP6P22_unprocessed_pseudogene"
"MTND5P16","unprocessed_pseudogene","MTND5P16_unprocessed_pseudogene"
"MTND6P6","unprocessed_pseudogene","MTND6P6_unprocessed_pseudogene"
"MTCO1P35","unprocessed_pseudogene","MTCO1P35_unprocessed_pseudogene"
"MTND1P16","unprocessed_pseudogene","MTND1P16_unprocessed_pseudogene"
"MTND2P14","unprocessed_pseudogene","MTND2P14_unprocessed_pseudogene"
"RNU6-1308P","snRNA","RNU6-1308P_snRNA"
"ENSG00000286956","lncRNA","ENSG00000286956_lncRNA"
"ENSG00000239455","processed_pseudogene","ENSG00000239455_processed_pseudogene"
"DUBR","lncRNA","DUBR_lncRNA"
"ENSG00000239828","lncRNA","ENSG00000239828_lncRNA"
"CSP2","processed_pseudogene","CSP2_processed_pseudogene"
"ENSG00000272597","lncRNA","ENSG00000272597_lncRNA"
"CCDC54","protein_coding","CCDC54_protein_coding"
"LINC01990","lncRNA","LINC01990_lncRNA"
"BBX","protein_coding","BBX_protein_coding"
"LINC00636","lncRNA","LINC00636_lncRNA"
"LINC00635","lncRNA","LINC00635_lncRNA"
"ENSG00000279277","lncRNA","ENSG00000279277_lncRNA"
"CD47","protein_coding","CD47_protein_coding"
"LINC01215","lncRNA","LINC01215_lncRNA"
"IFT57","protein_coding","IFT57_protein_coding"
"HHLA2","protein_coding","HHLA2_protein_coding"
"HNRNPA1P17","unprocessed_pseudogene","HNRNPA1P17_unprocessed_pseudogene"
"MYH15","protein_coding","MYH15_protein_coding"
"ENSG00000241634","processed_pseudogene","ENSG00000241634_processed_pseudogene"
"CIP2A","protein_coding","CIP2A_protein_coding"
"ENSG00000276763","processed_pseudogene","ENSG00000276763_processed_pseudogene"
"DZIP3","protein_coding","DZIP3_protein_coding"
"ENSG00000241777","unprocessed_pseudogene","ENSG00000241777_unprocessed_pseudogene"
"RETNLB","protein_coding","RETNLB_protein_coding"
"TRAT1","protein_coding","TRAT1_protein_coding"
"GUCA1C","protein_coding","GUCA1C_protein_coding"
"MORC1","protein_coding","MORC1_protein_coding"
"MORC1-AS1","lncRNA","MORC1-AS1_lncRNA"
"C3orf85","protein_coding","C3orf85_protein_coding"
"ENSG00000261364","lncRNA","ENSG00000261364_lncRNA"
"LINC00488","lncRNA","LINC00488_lncRNA"
"RNU6-1236P","snRNA","RNU6-1236P_snRNA"
"ENSG00000239288","processed_pseudogene","ENSG00000239288_processed_pseudogene"
"DPPA2","protein_coding","DPPA2_protein_coding"
"DPPA4","protein_coding","DPPA4_protein_coding"
"ENSG00000289358","lncRNA","ENSG00000289358_lncRNA"
"ENSG00000241257","processed_pseudogene","ENSG00000241257_processed_pseudogene"
"ENSG00000244561","processed_pseudogene","ENSG00000244561_processed_pseudogene"
"H3P12","processed_pseudogene","H3P12_processed_pseudogene"
"LINC01205","lncRNA","LINC01205_lncRNA"
"PPIAP15","processed_pseudogene","PPIAP15_processed_pseudogene"
"MIR4445","miRNA","MIR4445_miRNA"
"ENSG00000242029","lncRNA","ENSG00000242029_lncRNA"
"DIMT1P1","processed_pseudogene","DIMT1P1_processed_pseudogene"
"NFYBP1","processed_pseudogene","NFYBP1_processed_pseudogene"
"ENSG00000243945","processed_pseudogene","ENSG00000243945_processed_pseudogene"
"ENSG00000240895","lncRNA","ENSG00000240895_lncRNA"
"RNU6ATAC15P","snRNA","RNU6ATAC15P_snRNA"
"RPSAP29","processed_pseudogene","RPSAP29_processed_pseudogene"
"NECTIN3-AS1","lncRNA","NECTIN3-AS1_lncRNA"
"ENSG00000289069","lncRNA","ENSG00000289069_lncRNA"
"NECTIN3","protein_coding","NECTIN3_protein_coding"
"CD96","protein_coding","CD96_protein_coding"
"ENSG00000239311","lncRNA","ENSG00000239311_lncRNA"
"ATP6V0CP2","processed_pseudogene","ATP6V0CP2_processed_pseudogene"
"ENSG00000240787","processed_pseudogene","ENSG00000240787_processed_pseudogene"
"ZBED2","protein_coding","ZBED2_protein_coding"
"NT5C3AP2","processed_pseudogene","NT5C3AP2_processed_pseudogene"
"PLCXD2","protein_coding","PLCXD2_protein_coding"
"PLCXD2-AS1","lncRNA","PLCXD2-AS1_lncRNA"
"PHLDB2","protein_coding","PHLDB2_protein_coding"
"ENSG00000286492","lncRNA","ENSG00000286492_lncRNA"
"ABHD10","protein_coding","ABHD10_protein_coding"
"TAGLN3","protein_coding","TAGLN3_protein_coding"
"RFKP2","processed_pseudogene","RFKP2_processed_pseudogene"
"TMPRSS7","protein_coding","TMPRSS7_protein_coding"
"C3orf52","protein_coding","C3orf52_protein_coding"
"MIR567","miRNA","MIR567_miRNA"
"GCSAM","protein_coding","GCSAM_protein_coding"
"TBILA","lncRNA","TBILA_lncRNA"
"SLC9C1","protein_coding","SLC9C1_protein_coding"
"ENSG00000244144","processed_pseudogene","ENSG00000244144_processed_pseudogene"
"ENSG00000239482","lncRNA","ENSG00000239482_lncRNA"
"ENSG00000283669","unitary_pseudogene","ENSG00000283669_unitary_pseudogene"
"CD200","protein_coding","CD200_protein_coding"
"ENSG00000243081","lncRNA","ENSG00000243081_lncRNA"
"BTLA","protein_coding","BTLA_protein_coding"
"OR7E100P","unprocessed_pseudogene","OR7E100P_unprocessed_pseudogene"
"ENSG00000279349","TEC","ENSG00000279349_TEC"
"ATG3","protein_coding","ATG3_protein_coding"
"SLC35A5","protein_coding","SLC35A5_protein_coding"
"CCDC80","protein_coding","CCDC80_protein_coding"
"ENSG00000242308","unprocessed_pseudogene","ENSG00000242308_unprocessed_pseudogene"
"LINC02042","lncRNA","LINC02042_lncRNA"
"CD200R1L-AS1","lncRNA","CD200R1L-AS1_lncRNA"
"CD200R1L","protein_coding","CD200R1L_protein_coding"
"CD200R1","protein_coding","CD200R1_protein_coding"
"ENSG00000272844","lncRNA","ENSG00000272844_lncRNA"
"GTPBP8","protein_coding","GTPBP8_protein_coding"
"NEPRO","protein_coding","NEPRO_protein_coding"
"NEPRO-AS1","lncRNA","NEPRO-AS1_lncRNA"
"ENSG00000243483","processed_pseudogene","ENSG00000243483_processed_pseudogene"
"ENSG00000241219","lncRNA","ENSG00000241219_lncRNA"
"LINC02044","lncRNA","LINC02044_lncRNA"
"BOC","protein_coding","BOC_protein_coding"
"ENSG00000288079","lncRNA","ENSG00000288079_lncRNA"
"CFAP44","protein_coding","CFAP44_protein_coding"
"ENSG00000240751","processed_pseudogene","ENSG00000240751_processed_pseudogene"
"ENSG00000285943","protein_coding","ENSG00000285943_protein_coding"
"CFAP44-AS1","lncRNA","CFAP44-AS1_lncRNA"
"MIR8076","miRNA","MIR8076_miRNA"
"SPICE1","protein_coding","SPICE1_protein_coding"
"SIDT1","protein_coding","SIDT1_protein_coding"
"SIDT1-AS1","lncRNA","SIDT1-AS1_lncRNA"
"MIR4446","miRNA","MIR4446_miRNA"
"RN7SL767P","misc_RNA","RN7SL767P_misc_RNA"
"USF3","protein_coding","USF3_protein_coding"
"NAA50","protein_coding","NAA50_protein_coding"
"ENSG00000239280","processed_pseudogene","ENSG00000239280_processed_pseudogene"
"ENSG00000242659","lncRNA","ENSG00000242659_lncRNA"
"ATP6V1A","protein_coding","ATP6V1A_protein_coding"
"GRAMD1C","protein_coding","GRAMD1C_protein_coding"
"ENSG00000240776","processed_pseudogene","ENSG00000240776_processed_pseudogene"
"ENSG00000241889","processed_pseudogene","ENSG00000241889_processed_pseudogene"
"VPS26AP1","processed_pseudogene","VPS26AP1_processed_pseudogene"
"ENSG00000273394","lncRNA","ENSG00000273394_lncRNA"
"ZDHHC23","protein_coding","ZDHHC23_protein_coding"
"CCDC191","protein_coding","CCDC191_protein_coding"
"ENSG00000270880","processed_pseudogene","ENSG00000270880_processed_pseudogene"
"ENSG00000287805","lncRNA","ENSG00000287805_lncRNA"
"ENSG00000285836","lncRNA","ENSG00000285836_lncRNA"
"QTRT2","protein_coding","QTRT2_protein_coding"
"H2BP3","processed_pseudogene","H2BP3_processed_pseudogene"
"DRD3","protein_coding","DRD3_protein_coding"
"ENSG00000241490","lncRNA","ENSG00000241490_lncRNA"
"FAM214BP1","processed_pseudogene","FAM214BP1_processed_pseudogene"
"ZNF80","protein_coding","ZNF80_protein_coding"
"TIGIT","protein_coding","TIGIT_protein_coding"
"ZBTB20","protein_coding","ZBTB20_protein_coding"
"ENSG00000259976","lncRNA","ENSG00000259976_lncRNA"
"MIR568","miRNA","MIR568_miRNA"
"ZBTB20-AS1","lncRNA","ZBTB20-AS1_lncRNA"
"ZBTB20-AS5","lncRNA","ZBTB20-AS5_lncRNA"
"ZBTB20-AS2","lncRNA","ZBTB20-AS2_lncRNA"
"MIR4796","miRNA","MIR4796_miRNA"
"ZBTB20-AS3","lncRNA","ZBTB20-AS3_lncRNA"
"YBX1P3","processed_pseudogene","YBX1P3_processed_pseudogene"
"ZBTB20-AS4","lncRNA","ZBTB20-AS4_lncRNA"
"ENSG00000242880","lncRNA","ENSG00000242880_lncRNA"
"ENSG00000288896","lncRNA","ENSG00000288896_lncRNA"
"EIF4E2P2","processed_pseudogene","EIF4E2P2_processed_pseudogene"
"ENSG00000287795","lncRNA","ENSG00000287795_lncRNA"
